celltype,Organism,Dosage,Organism_Dosage,Time,replicate,mean_virus_counts,mean_virus_normalized_counts,fraction_virus_positive_cells,cell_counts,cells_with_virus
SmoothMuscle,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,0.8536585365853658,0.010447824968605137,0.2682926829268293,41,11
SmoothMuscle,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,0.47619047619047616,0.005194738132887754,0.13333333333333333,105,14
SmoothMuscle,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,5.108108108108108,0.0488017613036613,0.10810810810810811,74,8
SmoothMuscle,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,0.0,0.0,0.0,45,0
SmoothMuscle,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,1,0.8793103448275862,0.009521049904860178,0.1724137931034483,116,20
SmoothMuscle,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,2,0.0,0.0,0.0,46,0
SmoothMuscle,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,3,0.037037037037037035,0.0007696807364305296,0.037037037037037035,27,1
SmoothMuscle,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,1,0.0,0.0,0.0,14,0
SmoothMuscle,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,2,0.02631578947368421,0.00019610842442569472,0.02631578947368421,38,1
SmoothMuscle,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,3,13.444444444444445,0.19881182410320375,0.17777777777777778,45,8
SmoothMuscle,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,0.0,0.0,0.0,10,0
SmoothMuscle,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.0,0.0,0.0,14,0
SmoothMuscle,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.07692307692307693,0.0011412919424788847,0.07692307692307693,13,1
SmoothMuscle,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,35,0
SmoothMuscle,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,28,0
SmoothMuscle,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,30,0
Treml4+Macrophages,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.0049504950495049506,0.00010790093830655941,0.0049504950495049506,202,1
Treml4+Macrophages,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,234,0
Treml4+Macrophages,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,162,0
Treml4+Macrophages,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.015873015873015872,0.00031329779973604765,0.015873015873015872,126,2
Treml4+Macrophages,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.06493506493506493,0.0012247781431351235,0.05194805194805195,77,4
Treml4+Macrophages,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,3,0.0,0.0,0.0,109,0
Treml4+Macrophages,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,1,0.5967741935483871,0.011458388306097031,0.22580645161290322,62,14
Treml4+Macrophages,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,2,0.22941176470588234,0.003922584217057678,0.17058823529411765,170,29
Treml4+Macrophages,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,0.6767676767676768,0.014496097139951225,0.1717171717171717,99,17
Treml4+Macrophages,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,0.38571428571428573,0.006161343423116557,0.17142857142857143,70,12
Treml4+Macrophages,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,0.09090909090909091,0.0015164833806508753,0.07792207792207792,77,6
Treml4+Macrophages,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,0.017391304347826087,0.0002914537871825331,0.017391304347826087,230,4
Treml4+Macrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,1,0.19444444444444445,0.0027314631368627346,0.1527777777777778,72,11
Treml4+Macrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,2,0.045454545454545456,0.0005786635111004622,0.045454545454545456,66,3
Treml4+Macrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,3,0.02564102564102564,0.00041940125286174106,0.02564102564102564,78,2
Treml4+Macrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,1,0.07407407407407407,0.0007664007011611378,0.02962962962962963,135,4
Treml4+Macrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,2,0.03418803418803419,0.00044458001641260085,0.03418803418803419,117,4
Treml4+Macrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,3,0.08333333333333333,0.001192225588402586,0.08333333333333333,72,6
Treml4+Macrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,0.0,0.0,0.0,109,0
Treml4+Macrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.02912621359223301,0.00043295255933406795,0.02912621359223301,103,3
Treml4+Macrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.012658227848101266,0.00016600954554886962,0.012658227848101266,79,1
Treml4+Macrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,63,0
Treml4+Macrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,106,0
Treml4+Macrophages,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,58,0
Vein,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.01818181818181818,0.00046560353858689273,0.01818181818181818,55,1
Vein,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,30,0
Vein,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,41,0
Vein,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.027777777777777776,0.00037865018781049444,0.027777777777777776,36,1
Vein,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.03333333333333333,0.0005573204034999733,0.03333333333333333,30,1
Vein,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,3,0.0,0.0,0.0,39,0
Vein,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,1,1.105263157894737,0.014646097098012784,0.18421052631578946,38,7
Vein,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,2,0.2765957446808511,0.003929410497211305,0.19148936170212766,47,9
Vein,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,0.34375,0.00655036525296703,0.140625,64,9
Vein,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,0.5,0.008462071561120122,0.1590909090909091,44,7
Vein,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,0.047619047619047616,0.0005939018161517524,0.047619047619047616,21,1
Vein,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,0.0,0.0,0.0,30,0
Vein,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,1,0.19753086419753085,0.00834991086944674,0.18518518518518517,81,15
Vein,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,2,0.0,0.0,0.0,89,0
Vein,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,3,0.01818181818181818,0.0003931203931203927,0.01818181818181818,55,1
Vein,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,1,0.025,0.0004787437763309075,0.025,40,1
Vein,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,2,0.0625,0.0022760921299665375,0.0625,64,4
Vein,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,3,0.16666666666666666,0.006758536399288744,0.125,72,9
Vein,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,0.0,0.0,0.0,35,0
Vein,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.0136986301369863,0.0005175153055151602,0.0136986301369863,73,1
Vein,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.0,0.0,0.0,40,0
Vein,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,49,0
Vein,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,68,0
Vein,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,65,0
activated T cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.0,0.0,0.0,135,0
activated T cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,163,0
activated T cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,196,0
activated T cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.08391608391608392,0.00219319821642793,0.02097902097902098,143,3
activated T cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.007407407407407408,4.983331935057815e-05,0.007407407407407408,270,2
activated T cells,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,3,0.0,0.0,0.0,149,0
activated T cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,1,3.991228070175439,0.08719560637384323,0.11403508771929824,114,13
activated T cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,2,0.6775956284153005,0.010706761282022548,0.13114754098360656,183,24
activated T cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,0.47435897435897434,0.009180731287152554,0.20512820512820512,78,16
activated T cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,0.18811881188118812,0.003592238628019105,0.16831683168316833,101,17
activated T cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,0.09523809523809523,0.0012137436303751071,0.08333333333333333,84,7
activated T cells,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,0.005434782608695652,1.298075525149402e-05,0.005434782608695652,184,1
activated T cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,1,0.18461538461538463,0.0034057101850924784,0.16923076923076924,65,11
activated T cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,2,0.0136986301369863,0.00022467820464140275,0.0136986301369863,73,1
activated T cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,3,0.0,0.0,0.0,102,0
activated T cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,1,0.02197802197802198,0.0002666410042744835,0.02197802197802198,91,2
activated T cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,2,0.042735042735042736,0.00038328465335899745,0.03418803418803419,117,4
activated T cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,3,0.20512820512820512,0.002662759260970174,0.1794871794871795,78,14
activated T cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,0.003436426116838488,6.343780906107594e-05,0.003436426116838488,291,1
activated T cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.04054054054054054,0.00043657671436788515,0.037162162162162164,296,11
activated T cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.0103359173126615,8.865417671056176e-05,0.0103359173126615,387,4
activated T cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,81,0
activated T cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,79,0
activated T cells,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,53,0
cDC,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.13333333333333333,0.0010404473923787201,0.06666666666666667,15,1
cDC,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,11,0
cDC,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,8,0
cDC,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.0,0.0,0.0,18,0
cDC,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.02857142857142857,0.00027498968788670285,0.02857142857142857,35,1
cDC,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,3,0.0,0.0,0.0,22,0
cDC,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,1,0.25,0.0011667857429176801,0.2,20,4
cDC,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,2,11.73913043478261,0.07241772812643772,0.17391304347826086,23,4
cDC,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,0.6153846153846154,0.004520457502436246,0.38461538461538464,13,5
cDC,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,0.10810810810810811,0.0005817659681009379,0.10810810810810811,37,4
cDC,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,0.44,0.002248299017506392,0.28,25,7
cDC,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,0.02040816326530612,0.0001979069362423,0.02040816326530612,49,1
cDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,1,0.4482758620689655,0.0034691010849198793,0.3103448275862069,29,9
cDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,2,0.1111111111111111,0.0007459624780873444,0.1111111111111111,9,1
cDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,3,0.0,0.0,0.0,20,0
cDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,1,0.02857142857142857,0.00018353843753728,0.02857142857142857,35,1
cDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,2,0.02702702702702703,0.0001841328997617297,0.02702702702702703,37,1
cDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,3,0.6428571428571429,0.004078034463102668,0.14285714285714285,28,4
cDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,0.018867924528301886,9.107020237620377e-05,0.018867924528301886,53,1
cDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.06976744186046512,0.00029817029989333255,0.046511627906976744,43,2
cDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.06756756756756757,0.0003577643611855608,0.02702702702702703,74,2
cDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,43,0
cDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,19,0
cDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,25,0
pDC,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,1,0.0,0.0,0.0,14,0
pDC,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,2,0.0,0.0,0.0,12,0
pDC,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",2 dpi,3,0.0,0.0,0.0,27,0
pDC,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,1,0.0,0.0,0.0,4,0
pDC,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,2,0.06451612903225806,0.0007391585320014161,0.06451612903225806,31,2
pDC,Roborovski hamster,1x10$^4$ pfu,"Roborovski hamster, 1x10$^4$ pfu",3 dpi,3,0.0,0.0,0.0,8,0
pDC,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,1,0.10638297872340426,0.0010485258013160383,0.0851063829787234,94,8
pDC,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,2,0.38596491228070173,0.004119369585159689,0.2807017543859649,57,16
pDC,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",2 dpi,3,0.13513513513513514,0.0018824438407724728,0.13513513513513514,37,5
pDC,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,1,0.125,0.0012996919455545188,0.125,32,4
pDC,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,2,0.0,0.0,0.0,25,0
pDC,Roborovski hamster,1x10$^5$ pfu,"Roborovski hamster, 1x10$^5$ pfu",3 dpi,3,0.0,0.0,0.0,25,0
pDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,1,0.5454545454545454,0.005581173587850873,0.36363636363636365,11,4
pDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,2,0.0,0.0,0.0,5,0
pDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",2 dpi,3,0.0,0.0,0.0,10,0
pDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,1,0.0,0.0,0.0,19,0
pDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,2,0.07692307692307693,0.0007287142565657154,0.07692307692307693,13,1
pDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",3 dpi,3,0.42857142857142855,0.0035568073051869997,0.42857142857142855,7,3
pDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,1,0.0,0.0,0.0,77,0
pDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,2,0.0,0.0,0.0,26,0
pDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",5 dpi,3,0.06382978723404255,0.0005591759234406531,0.06382978723404255,47,3
pDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,1,0.0,0.0,0.0,8,0
pDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,2,0.0,0.0,0.0,10,0
pDC,Syrian hamster,1x10$^5$ pfu,"Syrian hamster, 1x10$^5$ pfu",14 dpi,3,0.0,0.0,0.0,10,0
